id,words
14334,"Drama, Family, Fantasy, family relationships, ireland, seal, selkie"
2636,"Action, Thriller, explosive, revenge, explosives expert"
2164,"Action, Adventure, Science Fiction, space travel, teleportation, uprising, shot to death, androgyny, space western, outer space, timebomb, death of son, nuclear weapons, invented language, hieroglyph, egyptian mythology, egyptology"
11395,"Fantasy, Drama, Comedy, Family, holiday, christmas party, santa claus, deal, christmas tree, christmas"
278,"Drama, Crime, prison, corruption, police brutality, prison cell, delinquent, parole board, escape from prison, wrongful imprisonment, framed for murder, 1940s"
9905,"Crime, Thriller, roommate, distrust, overdose, grave, suspense, dark comedy, shallow grave"
87078,"Drama, Thriller, amnesia, betrayal, black and white, twins, evil twin, film theory, identity swapping"
12527,"Comedy, Drama, gay, cuba, artist, male friendship, havanna, homosexuality, social commentary, student"
20306,"Crime, Comedy, independent film"
36614,"Comedy, Drama, Romance, gay, father son relationship, sydney, australia, based on play or musical, independent film, breaking the fourth wall, gay son"
27993,Comedy
31439,"Drama, Romance, War, gambling, china, child abuse, communist, epic"
9067,"Action, Comedy, Fantasy, Science Fiction, destroy, dystopia, reincarnation, desert, artial arts, woman director"
9059,"Horror, Comedy, Thriller, prostitute, key, jesus christ, chosen one, god, good vs evil, blood, demon, crypt keeper"
193,"Science Fiction, Action, Adventure, Thriller, based on tv series, death, exploding planet, mountain cabin, solar system"
25066,"Crime, Horror, Thriller, prison, child abuse, ku klux klan, police brutality, ghetto, anthology, evil doll, murder, hood, dirty cop, funeral home"
46797,"Drama, Romance"
12122,"Thriller, Horror, Science Fiction, alien life-form, village, bewusstlosigkeit, alien, pregnancy, doppelganger"
11381,Comedy
32636,"Drama, Romance, independent film, chekhov"
36141,"Thriller, Crime, noir, independent film, city"
95963,"Drama, War, vietnam, jungle, black american"
1587,"Romance, Drama, brother brother relationship, mentally disabled, iowa, widow, dysfunctional family, independent film"
9271,"Action, Crime, Science Fiction, Thriller, artificial intelligence, android, hologram, computer program, virtual reality, ex-cop, visual effect, police training"
2064,"Comedy, Drama, Romance, brother brother relationship, chicago, coma, subway, love of one's life, brother, man of one's dreams, hospital"
19855,"Drama, vietnam veteran, bullying, child"
60855,"Comedy, Romance, culture clash, immigrant, daughter, interracial romance, mother daughter relationship, dating, father daughter relationship, family, audition, generation gap, woman director, actor"
236,"Drama, Comedy, Romance, individual, becoming an adult, dream, return, love of one's life, overweight, province, bathing, olympic games, empowerment, boredom, daughter, friendship"
48287,"Comedy, Drama, Family, friends, camp, summer, club, woman director, summer school"
3049,"Comedy, Mystery, dolphin, mascot, private detective, pets"
2759,"Drama, Comedy, gay, drag queen, homophobia, musical, van, australia, transgender, australian aborigine"
12635,"Drama, Music, red-light disctrict, stuart sutcliffe, boyfriend girlfriend, river elbe, hofner bass guitar, body painting, hamburg germany, photo, reeperbahn"
10497,"Thriller, Drama, Romance, eroticism, wheelchair, married couple, cruise, longing, marriage crisis, paralysis, sadomasochism, voyeurism"
11382,"Action, Comedy, Thriller, lover (female), talent, mafia boss, author"
9331,"Action, Drama, Thriller, assassination, spy, ambush, cia, helicopter, based on novel, usa president, sniper, fbi, colombia, drug traffic, bomber, mission of murder, mercenary, insurgence, coast guard, spying, war, car bomb, drug cartel, conspiracy, shootout, infantry, violence, jack ryan, political cover-up"
10731,"Drama, Thriller, Crime, Mystery, suicide, brother brother relationship, witness protection, principal witness , brother, investigation, search for witnesses, lawyer, gangster"
10464,"Comedy, Drama, Family, Romance, loss of mother, daughter, friendship, mute, housekeeper, xenophobia, woman director"
34152,"Comedy, Drama, black people, 1970s, jazz musician, straßenkids, dysfunctional family, independent film, teacher, urban, parenthood"
9495,"Fantasy, Action, Thriller, halloween, arson, detroit"
29973,"Drama, baseball, sport, historical figure"
888,"Fantasy, Comedy, Family, manager, jealousy, bad mother-in-law, adoption, family's daily life, stone age, plan, friendship, best friend, dinosaur"
13,"Comedy, Drama, Romance, vietnam veteran, hippie, mentally disabled, running, based on novel, vietnam, vietnam war, friendship, love, family relationships, bully, mother son relationship, military, hugging, shrimping, wounded soldier, flashback, park bench, amputee"
712,"Comedy, Drama, Romance, upper class, love at first sight, wedding vows, marriage proposal, yuppie, love of one's life, lone wolf, snob, witness, bride, bridegroom, bridesmaid, funeral, clumsy fellow, friendship, wedding, gay couple"
16295,"Romance, Drama, Crime, racism, violence, date rape, athletic scholarship, black militant, resentment, school shooting"
48992,"Comedy, Drama, Romance, puerto rican, love, jail, independent film, theft, woman director"
10879,"Action, Comedy, Romance, newspaper, adversary, reporter, experience"
10660,"Comedy, Drama, Romance, waitress, cop, lottery ticket, winning lottery"
10714,"Adventure, Drama, Family, indian lead, tiger, feral child, british, panther, bear, jungle, falling in love"
41647,"Documentary, Foreign, nazis, propaganda, artists' life, nazi germany, filmmaker"
8587,"Family, Animation, Drama, loss of parents, wild boar, uncle, shaman, redemption, king, scar, hyena, meerkat"
1689,"Drama, History, buddhist, tibet, reincarnation, buddha, siddhartha, independent film"
11596,"Horror, Thriller, Mystery, Fantasy, fire, kidnapping, nightmare, earthquake, insomnia, supernatural, celebrity, mascot, alternate dimension, fame, hospital, hollywood, storytelling, alternate reality, self-referential, reboot, film industry, disfigurement, sleepwalking, meta film, dreams, cameos"
854,"Romance, Comedy, Crime, Fantasy, dual identity, bank, mockery, green, balloon, jail cell, norse mythology"
9359,"Action, Adventure, Comedy, Drama, Western, poker, mississippi, saloon, ship, native american, on the run, based on tv series, steamboat, attempted robbery, cowboy and outlaw"
23333,"Drama, new york, alcohol, prohibition, biography, romance, independent film, theater, flashback, 1920s"
36593,"Comedy, Crime, undercover, spoof, state prison"
12280,"Comedy, Drama, new york, research, success, tageszeitung, murder"
2788,"Drama, roommate, yuppie, generations confilct, camcorder, cohabitant, cabriolet, fictional tv show, unemployed"
10427,"Crime, Drama, Thriller, sheriff, wyoming, hitman, bag of money, neo-noir"
11011,"Comedy, Family, family, life raft, private airplane, toothbrush, gluttony, magnifying glass, rubber boat"
49803,"Drama, mother, pain, marriage, independent film, worrying"
8987,"Action, Adventure, Crime, Thriller, river, robber, boston, bank robber, marriage crisis, hostage-taking, rafting, criminal, white water rafting"
1637,"Action, Adventure, Crime, bomb, airport, bus, bus ride, highway, bomb planting"
15128,"Comedy, Romance, politics, love, speech writer"
8831,"Thriller, Science Fiction, Action, Crime, martial arts, time travel, science fiction, alternative reality"
36955,"Action, Thriller, spy, terrorist, florida, gun, kidnapping, horseback riding, florida keys, secret agent, terrorist plot, top secret, woman with glasses, truth serum, mushroom cloud, jackhammer, special agent, key west"
10449,"Drama, Romance, wife husband relationship, new love, family, alcoholic, therapy"
10395,"Fantasy, adultery, heal, bite, werewolf"
12160,"Drama, Action, Western, gunslinger, gambling, sheriff, deputy sheriff, wretch, wyatt earp, historical figure, doc holliday"
40480,"Action, Crime, Romance, Thriller, cia, judge, blackmail"
52038,"Comedy, Drama, gay, dublin, friendship, ireland, theater, middle age, oscar wilde"
29444,"Comedy, Drama, loss of brother, hostage, tv show, media, celebrity, escape, teenage girl, hospital, teenager, masked man, tragic event, popularity, homecoming, tv news"
26352,"Action, Comedy, Crime, fbi, drug crime, violence, drug, private detective, blast"
39953,Drama
41580,Drama
315,"Action, Crime, killing, sports car, go-go dancer, eroticism, kidnapping, independent film, b movie, exploitation film"
22067,"Crime, Drama, Romance, family relationships, fear, relationship, gospel singer"
18242,"Animation, Science Fiction, stop motion"
11667,"Action, Adventure, Thriller, dictator, martial arts, hostage, liberation of hostage, hostage-taking, street fighter, united nations, based on video game"
32502,"Action, Comedy, hitman, wound, yoga, blood splatter, murder, basement, blood"
267188,
28732,"Action, Adventure, Crime, Drama, Thriller, prank, independent film, bank robbery"
75555,"Horror, Thriller, mannequin, supernatural, b movie, cult film, wood"
42981,"Documentary, film history, animation filmmaking"
278939,"Romance, Adventure, Crime, Drama, robbery, bank, cadillac, money, bus station"
291731,"Thriller, Drama, obsession, widow, tragic event, fatal attraction"
226229,"Action, Thriller"
203119,"Comedy, television, satire"
172923,
316098,"Documentary, malcolm x"
8011,"Action, Fantasy, Science Fiction, japan, new york, scotland, morocco, good and bad"
171857,
2654,"Horror, Mystery, Thriller, small town, paranoia, new hampshire, insanity, suspense, h.p. lovecraft, diner, author, disappearance, church, violence, gothic, crucifix, new england, insurance investigator, ghost town, publisher, horror novel"
18069,"Drama, Romance, rodeo, independent film, cowboy, bull riding"
19092,"Crime, Drama, sport"
2758,"Comedy, Family, Fantasy, jealousy, baby, brother sister relationship, butler, yuppie, nanny, summer camp, guillotine, uncle"
38129,"Comedy, stand-up comedy"
10436,"Drama, Romance, upper class, new york, lover, countess, lawyer, 19th century"
13595,"Comedy, Crime, Music, radio station, heavy metal, rock band"
46094,"Comedy, Family, sport"
9409,"Action, Comedy, staatsanwältin, cops, gangster, stakeout, police stakeout"
11853,"Action, Adventure, Comedy, Drama, Western, female nudity, revenge, wild west, blonde woman, fast draw, tough  girl, gun fu, pistol duel, small western town"
16771,"Comedy, Drama, Romance, barcelona spain, navy, independent film"
46924,"Drama, Comedy, Fantasy, success, medieval times, struggle"
11041,"Comedy, arkansas, oil, based on tv series, billionaire, hillbilly, beverly hills, woman director"
306,"Action, Comedy, Crime, detective, undercover, security camera, carousel , investigation, weapon, sequel, rescue, counterfeit, shootout, dirty cop, gunfight, los angeles, explosion, violence, foot chase, framed, car chase, secret service, amusement park, roller coaster, beverly hills, buddy comedy"
14522,"Action, Adventure, Drama, Family, horse, country life, woman director"
26203,"Mystery, Crime, Drama, Thriller, killer, blindness"
178,"Drama, Action, Thriller, terrorist, boston, fireworks, orchestra, anarchist, concert, computer, revenge, irish, wedding, explosion, violence, roulette wheel, capsized ship, belfast, bomb planting, headphones, flashback, bomb attack, blast, human bomb"
19819,"Drama, sport, basketball, drama"
57834,"Drama, Romance, mental disease, nuclear missile, history, nymphomaniac, dysfunctional marriage, independent film"
4722,"Horror, Science Fiction, Thriller, distrust, military base, remake, alien, escape, soldier, alien invasion, alien infection, sleeping, doppelganger, emotionless"
